[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-03 19:35:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-03 19:35:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-03 19:35:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-03 19:35:50] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\african aviation advocates/wp-content/uploads\simply-static\temp-files/simply-static-1-1733254547\
[2024-12-03 19:35:51] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/african%20aviation%20advocates/
[2024-12-03 19:36:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-12-03 19:36:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-12-03 19:36:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-12-03 19:36:57] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app-loader.js
[2024-12-03 19:36:57] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2024-12-03 19:36:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app-packages.js
[2024-12-03 19:36:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app-packages.min.js
[2024-12-03 19:36:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt
[2024-12-03 19:36:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app.js
[2024-12-03 19:36:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app.min.js
[2024-12-03 19:36:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2024-12-03 19:37:00] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2024-12-03 19:37:00] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js
[2024-12-03 19:37:00] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js
[2024-12-03 19:37:00] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js
[2024-12-03 19:37:00] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/beta-tester.js
[2024-12-03 19:37:01] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/beta-tester.min.js
[2024-12-03 19:37:01] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js
[2024-12-03 19:37:01] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/checklist.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/checklist.min.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/common-modules.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/common.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/common.min.js
[2024-12-03 19:37:02] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt
[2024-12-03 19:37:03] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/container-converter.js
[2024-12-03 19:37:03] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/container-converter.min.js
[2024-12-03 19:37:03] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js
[2024-12-03 19:37:03] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js
[2024-12-03 19:37:03] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js
[2024-12-03 19:37:04] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js
[2024-12-03 19:37:04] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/d91e4d7f57d57af2aab9.bundle.min.js
[2024-12-03 19:37:04] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/d9299811bc70ddb82fbf.bundle.js
[2024-12-03 19:37:05] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/dev-tools.js
[2024-12-03 19:37:05] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/dev-tools.min.js
[2024-12-03 19:37:05] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/e-home-screen.js
[2024-12-03 19:37:05] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/e-home-screen.min.js
[2024-12-03 19:37:06] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/e3f753621bf9be55ec4d.bundle.js
[2024-12-03 19:37:06] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-document.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-document.min.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-environment-v2.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-environment-v2.min.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-loader-v1.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-loader-v1.min.js
[2024-12-03 19:37:07] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-loader-v2.js
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-modules.js
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-modules.min.js
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-notifications.js
[2024-12-03 19:37:08] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-12-03 19:37:09] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-12-03 19:37:09] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor.js
[2024-12-03 19:37:09] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-12-03 19:37:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-12-03 19:37:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-12-03 19:37:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-12-03 19:37:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-12-03 19:37:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-12-03 19:37:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-12-03 19:37:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-12-03 19:37:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-12-03 19:37:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-12-03 19:37:12] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2024-12-03 19:37:12] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2024-12-03 19:37:12] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-12-03 19:37:12] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-12-03 19:37:12] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/frontend.js
[2024-12-03 19:37:13] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/frontend.min.js
[2024-12-03 19:37:13] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/gutenberg.js
[2024-12-03 19:37:13] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2024-12-03 19:37:13] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/image-carousel.4455c6362492d9067512.bundle.min.js
[2024-12-03 19:37:13] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-12-03 19:37:14] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-12-03 19:37:14] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-12-03 19:37:14] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-12-03 19:37:14] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js
[2024-12-03 19:37:15] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-12-03 19:37:16] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-12-03 19:37:16] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-12-03 19:37:16] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-12-03 19:37:16] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-12-03 19:37:16] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-12-03 19:37:17] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-12-03 19:37:17] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-12-03 19:37:18] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-12-03 19:37:18] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-12-03 19:37:18] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-03 19:37:18] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-03 19:37:19] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/notes.js
[2024-12-03 19:37:19] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-03 19:37:19] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/onboarding.1384221942827099c980.bundle.min.js
[2024-12-03 19:37:19] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/onboarding.63276cc105f0e633544f.bundle.js
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-03 19:37:20] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.min.js
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.strings.js
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.asset.php
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js
[2024-12-03 19:37:21] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js.LICENSE.txt
[2024-12-03 19:37:22] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.min.js
[2024-12-03 19:37:22] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.strings.js
[2024-12-03 19:37:22] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.asset.php
[2024-12-03 19:37:22] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js
[2024-12-03 19:37:22] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js.LICENSE.txt
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.min.js
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.strings.js
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.asset.php
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js.LICENSE.txt
[2024-12-03 19:37:23] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.min.js
[2024-12-03 19:37:24] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.strings.js
[2024-12-03 19:37:24] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.asset.php
[2024-12-03 19:37:24] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js
[2024-12-03 19:37:24] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js.LICENSE.txt
[2024-12-03 19:37:24] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.min.js
[2024-12-03 19:37:25] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.strings.js
[2024-12-03 19:37:25] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.asset.php
[2024-12-03 19:37:25] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-12-03 19:37:25] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-12-03 19:37:25] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-12-03 19:37:26] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-12-03 19:37:26] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-12-03 19:37:26] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-12-03 19:37:26] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-12-03 19:37:26] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-12-03 19:37:27] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-12-03 19:37:27] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-12-03 19:37:27] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-12-03 19:37:27] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-12-03 19:37:27] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
